council_id,ons_code,slug,name,type,county,region,principal_authority,source
,E04007520,richmond-parish,Richmond,parish,,,North Yorkshire,ons_only
,E04009243,rickinghall-inferior-parish,Rickinghall Inferior,parish,,,Mid Suffolk,ons_only
,E04009244,rickinghall-superior-parish,Rickinghall Superior,parish,,,Mid Suffolk,ons_only
,E04003922,ridgewell-parish,Ridgewell,parish,,,Braintree,ons_only
,E04000665,ridlington-parish,Ridlington,parish,,,Rutland,ons_only
,E04005713,rigsby-with-ailby-parish,Rigsby with Ailby,parish,,,East Lindsey,ons_only
,E04000457,rimswell-parish,Rimswell,parish,,,East Riding of Yorkshire,ons_only
,E04003168,ringmore-parish,Ringmore,parish,,,South Hams,ons_only
,E04000178,ripponden-parish,Ripponden,parish,,,Calderdale,ons_only
,E04000458,rise-parish,Rise,parish,,,East Riding of Yorkshire,ons_only
,E04006037,riseholme-parish,Riseholme,parish,,,West Lindsey,ons_only
,E04008099,risinghurst-and-sandhills-parish,Risinghurst and Sandhills,parish,,,Oxford,ons_only
,E04002833,risley-parish,Risley,parish,,,Erewash,ons_only
,E04000459,riston-parish,Riston,parish,,,East Riding of Yorkshire,ons_only
,E04000331,rixton-with-glazebrook-parish,Rixton-with-Glazebrook,parish,,,Warrington,ons_only
,E04003288,roborough-parish,Roborough,parish,,,Torridge,ons_only
,E04004083,rochford-parish,Rochford,parish,,,Rochford,ons_only
,E04010335,rochford-parish-2,Rochford,parish,,,Malvern Hills,ons_only
,E04010452,rock-parish,Rock,parish,,,Wyre Forest,ons_only
,E04012468,rockbeare-parish,Rockbeare,parish,,,East Devon,ons_only
,E04004583,rockbourne-parish,Rockbourne,parish,,,New Forest,ons_only
,E04001069,rockhampton-parish,Rockhampton,parish,,,South Gloucestershire,ons_only
,E04006162,rocklands-parish,Rocklands,parish,,,Breckland,ons_only
,E04000861,rodd-nash-and-little-brampton-parish,"Rodd, Nash and Little Brampton",parish,,,"Herefordshire, County of",ons_only
,E04000941,rodington-parish,Rodington,parish,,,Telford and Wrekin,ons_only
,E04007410,roecliffe-parish,Roecliffe,parish,,,North Yorkshire,ons_only
,E04009924,rogate-parish,Rogate,parish,,,Chichester,ons_only
,E04010680,rokeby-parish,Rokeby,parish,,,County Durham,ons_only
,E04005463,rolleston-parish,Rolleston,parish,,,Harborough,ons_only
,E04007938,rolleston-parish-2,Rolleston,parish,,,Newark and Sherwood,ons_only
,E04010681,romaldkirk-parish,Romaldkirk,parish,,,County Durham,ons_only
,E04003114,romansleigh-parish,Romansleigh,parish,,,North Devon,ons_only
,E04011346,romsley-parish,Romsley,parish,,,Shropshire,ons_only
,E04010273,romsley-parish-2,Romsley,parish,,,Bromsgrove,ons_only
,E04001309,rookley-parish,Rookley,parish,,,Isle of Wight,ons_only
,E04000460,roos-parish,Roos,parish,,,East Riding of Yorkshire,ons_only
,E04005936,ropsley-and-humby-parish,Ropsley and Humby,parish,,,South Kesteven,ons_only
,E04003115,rose-ash-parish,Rose Ash,parish,,,North Devon,ons_only
,E04002921,rosliston-parish,Rosliston,parish,,,South Derbyshire,ons_only
,E04008156,rotherfield-greys-parish,Rotherfield Greys,parish,,,South Oxfordshire,ons_only
,E04003861,rotherfield-parish,Rotherfield,parish,,,Wealden,ons_only
,E04008157,rotherfield-peppard-parish,Rotherfield Peppard,parish,,,South Oxfordshire,ons_only
,E04006853,rothersthorpe-parish,Rothersthorpe,parish,,,West Northamptonshire,ons_only
,E04010857,rothley-parish,Rothley,parish,,,Northumberland,ons_only
,E04012890,rothley-parish-2,Rothley,parish,,,Charnwood,ons_only
,E04001292,rottingdean-parish,Rottingdean,parish,,,Brighton and Hove,ons_only
,E04005225,roughlee-booth-parish,Roughlee Booth,parish,,,Pendle,ons_only
,E04005714,roughton-parish,Roughton,parish,,,East Lindsey,ons_only
,E04006461,roughton-parish-2,Roughton,parish,,,North Norfolk,ons_only
,E04010428,rous-lench-parish,Rous Lench,parish,,,Wychavon,ons_only
,E04009835,rowington-parish,Rowington,parish,,,Warwick,ons_only
,E04004519,rowlands-castle-parish,Rowlands Castle,parish,,,East Hampshire,ons_only
,E04000462,rowley-parish,Rowley,parish,,,East Riding of Yorkshire,ons_only
,E04000864,rowlstone-parish,Rowlstone,parish,,,"Herefordshire, County of",ons_only
,E04002803,rowsley-parish,Rowsley,parish,,,Derbyshire Dales,ons_only
,E04000575,roxby-cum-risby-parish,Roxby cum Risby,parish,,,North Lincolnshire,ons_only
,E04007696,roxby-parish,Roxby,parish,,,North Yorkshire,ons_only
,E04005826,roxholm-parish,Roxholm,parish,,,North Kesteven,ons_only
,E04003968,roxwell-parish,Roxwell,parish,,,Chelmsford,ons_only
,E04004322,rudford-and-highleadon-parish,Rudford and Highleadon,parish,,,Forest of Dean,ons_only
,E04000616,rufforth-with-knapton-parish,Rufforth with Knapton,parish,,,York,ons_only
,E04003969,runwell-parish,Runwell,parish,,,Chelmsford,ons_only
,E04001233,ruscombe-parish,Ruscombe,parish,,,Wokingham,ons_only
,E04009450,rushmere-st-andrew-parish,Rushmere St. Andrew,parish,,,East Suffolk,ons_only
,E04010453,rushock-parish,Rushock,parish,,,Wyre Forest,ons_only
,E04012559,rushton-parish,Rushton,parish,,,Cheshire West and Chester,ons_only
,E04012445,rushton-parish-2,Rushton,parish,,,North Northamptonshire,ons_only
,E04009057,rushton-parish-3,Rushton,parish,,,Staffordshire Moorlands,ons_only
,E04010336,rushwick-parish,Rushwick,parish,,,Malvern Hills,ons_only
,E04009964,rusper-parish,Rusper,parish,,,Horsham,ons_only
,E04004323,ruspidge-and-soudley-parish,Ruspidge and Soudley,parish,,,Forest of Dean,ons_only
,E04012174,rusthall-parish,Rusthall,parish,,,Tunbridge Wells,ons_only
,E04009874,rustington-parish,Rustington,parish,,,Arun,ons_only
,E04006463,ryburgh-parish,Ryburgh,parish,,,North Norfolk,ons_only
,E04001325,ryde-parish,Ryde,parish,,,Isle of Wight,ons_only
,E04000666,ryhall-parish,Ryhall,parish,,,Rutland,ons_only
,E04000239,ryhill-parish,Ryhill,parish,,,Wakefield,ons_only
,E04003590,ryme-intrinseca-parish,Ryme Intrinseca,parish,,,Dorset,ons_only
,E04006344,ryston-parish,Ryston,parish,,,King's Lynn and West Norfolk,ons_only
,E04009687,ryton-on-dunsmore-parish,Ryton-on-Dunsmore,parish,,,Rugby,ons_only
,E04011351,ryton-parish,Ryton,parish,,,Shropshire,ons_only
,E04000308,sadberge-parish,Sadberge,parish,,,Darlington,ons_only
,E04013146,saddington-parish,Saddington,parish,,,Harborough,ons_only
,E04005176,saint-anne-s-on-the-sea-parish,Saint Anne's on the Sea,parish,,,Fylde,ons_only
,E04004262,saintbury-parish,Saintbury,parish,,,Cotswold,ons_only
,E04004003,salcott-parish,Salcott,parish,,,Colchester,ons_only
,E04003822,salehurst-and-robertsbridge-parish,Salehurst and Robertsbridge,parish,,,Rother,ons_only
,E04005279,salesbury-parish,Salesbury,parish,,,Ribble Valley,ons_only
,E04009578,salfords-and-sidlow-parish,Salfords and Sidlow,parish,,,Reigate and Banstead,ons_only
,E04000266,saltburn-marske-and-new-marske-parish,"Saltburn, Marske and New Marske",parish,,,Redcar and Cleveland,ons_only
,E04005774,saltfleetby-parish,Saltfleetby,parish,,,East Lindsey,ons_only
,E04000988,saltford-parish,Saltford,parish,,,Bath and North East Somerset,ons_only
,E04010429,salwarpe-parish,Salwarpe,parish,,,Wychavon,ons_only
,E04005299,samlesbury-parish,Samlesbury,parish,,,South Ribble,ons_only
,E04003345,sampford-courtenay-parish,Sampford Courtenay,parish,,,West Devon,ons_only
,E04003346,sampford-spiney-parish,Sampford Spiney,parish,,,West Devon,ons_only
,E04011520,sancreed-parish,Sancreed,parish,,,Cornwall,ons_only
,E04008158,sandford-on-thames-parish,Sandford-on-Thames,parish,,,South Oxfordshire,ons_only
,E04003591,sandford-orcas-parish,Sandford Orcas,parish,,,Dorset,ons_only
,E04002834,sandiacre-parish,Sandiacre,parish,,,Erewash,ons_only
,E04004584,sandleheath-parish,Sandleheath,parish,,,New Forest,ons_only
,E04001311,sandown-parish,Sandown,parish,,,Isle of Wight,ons_only
,E04006345,sandringham-parish,Sandringham,parish,,,King's Lynn and West Norfolk,ons_only
,E04000167,sandy-lane-parish,Sandy Lane,parish,,,Bradford,ons_only
,E04000318,sandymoor-parish,Sandymoor,parish,,,Halton,ons_only
,E04012821,sapcote-parish,Sapcote,parish,,,Blaby,ons_only
,E04009348,sapiston-parish,Sapiston,parish,,,West Suffolk,ons_only
,E04004263,sapperton-parish,Sapperton,parish,,,Cotswold,ons_only
,E04004814,sarratt-parish,Sarratt,parish,,,Three Rivers,ons_only
,E04010683,satley-parish,Satley,parish,,,County Durham,ons_only
,E04003116,satterleigh-and-warkleigh-parish,Satterleigh and Warkleigh,parish,,,North Devon,ons_only
,E04004746,sawbridgeworth-parish,Sawbridgeworth,parish,,,East Hertfordshire,ons_only
,E04000576,saxby-all-saints-parish,Saxby All Saints,parish,,,North Lincolnshire,ons_only
,E04009452,saxtead-parish,Saxtead,parish,,,East Suffolk,ons_only
,E04007624,scackleton-parish,Scackleton,parish,,,North Yorkshire,ons_only
,E04007834,scaftworth-parish,Scaftworth,parish,,,Bassetlaw,ons_only
,E04006688,scaldwell-parish,Scaldwell,parish,,,West Northamptonshire,ons_only
,E04005532,scalford-parish,Scalford,parish,,,Melton,ons_only
,E04013503,scarborough-parish,Scarborough,parish,,,North Yorkshire,ons_only
,E04010684,scargill-parish,Scargill,parish,,,County Durham,ons_only
,E04007998,scarrington-parish,Scarrington,parish,,,Rushcliffe,ons_only
,E04000577,scawby-parish,Scawby,parish,,,North Lincolnshire,ons_only
,E04005828,scopwick-parish,Scopwick,parish,,,North Kesteven,ons_only
,E04006043,scotter-parish,Scotter,parish,,,West Lindsey,ons_only
,E04006167,scoulton-parish,Scoulton,parish,,,Breckland,ons_only
,E04005829,scredington-parish,Scredington,parish,,,North Kesteven,ons_only
,E04003592,seaborough-parish,Seaborough,parish,,,Dorset,ons_only
,E04005385,seagrave-parish,Seagrave,parish,,,Charnwood,ons_only
,E04009553,seale-and-sands-parish,Seale and Sands,parish,,,Guildford,ons_only
,E04010686,seaton-with-slingley-parish,Seaton with Slingley,parish,,,County Durham,ons_only
,E04008748,seavington-st-mary-parish,Seavington St Mary,parish,,,Somerset,ons_only
,E04008749,seavington-st-michael-parish,Seavington St Michael,parish,,,Somerset,ons_only
,E04010430,sedgeberrow-parish,Sedgeberrow,parish,,,Wychavon,ons_only
,E04010687,sedgefield-parish,Sedgefield,parish,,,County Durham,ons_only
,E04011352,selattyn-and-gobowen-parish,Selattyn and Gobowen,parish,,,Shropshire,ons_only
,E04004520,selborne-parish,Selborne,parish,,,East Hampshire,ons_only
,E04009925,selsey-parish,Selsey,parish,,,Chichester,ons_only
,E04013023,selside-and-fawcett-forest-parish,Selside and Fawcett Forest,parish,,,Westmorland and Furness,ons_only
,E04008583,selwood-parish,Selwood,parish,,,Somerset,ons_only
,E04008854,selworthy-parish,Selworthy,parish,,,Somerset,ons_only
,E04000027,seneley-green-parish,Seneley Green,parish,,,St. Helens,ons_only
,E04011521,sennen-parish,Sennen,parish,,,Cornwall,ons_only
,E04002429,setmurthy-parish,Setmurthy,parish,,,Cumberland,ons_only
,E04004264,sevenhampton-parish,Sevenhampton,parish,,,Cotswold,ons_only
,E04012410,sevenoaks-weald-parish,Sevenoaks Weald,parish,,,Sevenoaks,ons_only
,E04010337,severn-stoke-parish,Severn Stoke,parish,,,Malvern Hills,ons_only
,E04009555,shackleford-parish,Shackleford,parish,,,Guildford,ons_only
,E04010688,shadforth-parish,Shadforth,parish,,,County Durham,ons_only
,E04000218,shadwell-parish,Shadwell,parish,,,Leeds,ons_only
,E04003434,shaftesbury-parish,Shaftesbury,parish,,,Dorset,ons_only
,E04000051,shafton-parish,Shafton,parish,,,Barnsley,ons_only
,E04011812,shalbourne-parish,Shalbourne,parish,,,Wiltshire,ons_only
,E04004521,shalden-parish,Shalden,parish,,,East Hampshire,ons_only
,E04003228,shaldon-parish,Shaldon,parish,,,Teignbridge,ons_only
,E04001312,shalfleet-parish,Shalfleet,parish,,,Isle of Wight,ons_only
,E04001313,shanklin-parish,Shanklin,parish,,,Isle of Wight,ons_only
,E04002922,shardlow-and-great-wilne-parish,Shardlow and Great Wilne,parish,,,South Derbyshire,ons_only
,E04013430,sharlston-parish,Sharlston,parish,,,Wakefield,ons_only
,E04005360,sharnford-parish,Sharnford,parish,,,Blaby,ons_only
,E04005467,shawell-parish,Shawell,parish,,,Harborough,ons_only
,E04003291,shebbear-parish,Shebbear,parish,,,Torridge,ons_only
,E04003347,sheepstor-parish-2,Sheepstor,parish,,,West Devon,ons_only
,E04003292,sheepwash-parish,Sheepwash,parish,,,Torridge,ons_only
,E04005507,sheepy-parish,Sheepy,parish,,,Hinckley and Bosworth,ons_only
,E04004029,sheering-parish,Sheering,parish,,,Epping Forest,ons_only
,E04011354,sheinton-parish,Sheinton,parish,,,Shropshire,ons_only
,E04005071,sheldwich-parish,Sheldwich,parish,,,Swale,ons_only
,E04012442,shelford-parish,Shelford,parish,,,Rushcliffe,ons_only
,E04010338,shelsley-beauchamp-parish,Shelsley Beauchamp,parish,,,Malvern Hills,ons_only
,E04010339,shelsley-kings-parish,Shelsley Kings,parish,,,Malvern Hills,ons_only
,E04008001,shelton-parish,Shelton,parish,,,Rushcliffe,ons_only
,E04012189,shenley-brook-end-parish,Shenley Brook End,parish,,,Milton Keynes,ons_only
,E04008935,shenstone-parish,Shenstone,parish,,,Lichfield,ons_only
,E04004920,shepherdswell-with-coldred-parish,Shepherdswell with Coldred,parish,,,Dover,ons_only
,E04001837,shepreth-parish,Shepreth,parish,,,South Cambridgeshire,ons_only
,E04003593,sherborne-parish,Sherborne,parish,,,Dorset,ons_only
,E04004266,sherborne-parish-2,Sherborne,parish,,,Cotswold,ons_only
,E04009836,sherbourne-parish,Sherbourne,parish,,,Warwick,ons_only
,E04009557,shere-parish,Shere,parish,,,Guildford,ons_only
,E04012645,sherfield-on-loddon-parish,Sherfield on Loddon,parish,,,Basingstoke and Deane,ons_only
,E04001272,sherington-parish,Sherington,parish,,,Milton Keynes,ons_only
,E04009965,shermanbury-parish,Shermanbury,parish,,,Horsham,ons_only
,E04000014,shevington-parish,Shevington,parish,,,Wigan,ons_only
,E04011522,sheviock-parish,Sheviock,parish,,,Cornwall,ons_only
,E04003435,shillingstone-parish,Shillingstone,parish,,,Dorset,ons_only
,E04009688,shilton-and-barnacle-parish,Shilton and Barnacle,parish,,,Rugby,ons_only
,E04012611,shincliffe-parish,Shincliffe,parish,,,County Durham,ons_only
,E04001235,shinfield-parish,Shinfield,parish,,,Wokingham,ons_only
,E04012492,shiplake-parish,Shiplake,parish,,,South Oxfordshire,ons_only
,E04009524,shipmeadow-parish,Shipmeadow,parish,,,East Suffolk,ons_only
,E04013386,shipton-gorge-parish,Shipton Gorge,parish,,,Dorset,ons_only
,E04004268,shipton-moyne-parish,Shipton Moyne,parish,,,Cotswold,ons_only
,E04008076,shipton-on-cherwell-and-thrupp-parish,Shipton-on-Cherwell and Thrupp,parish,,,Cherwell,ons_only
,E04000467,shipton-thorpe-parish,Shipton Thorpe,parish,,,East Riding of Yorkshire,ons_only
,E04002708,shirebrook-parish,Shirebrook,parish,,,Bolsover,ons_only
,E04002877,shirland-and-higham-parish,Shirland and Higham,parish,,,North East Derbyshire,ons_only
,E04003117,shirwell-parish,Shirwell,parish,,,North Devon,ons_only
,E04000870,shobdon-parish,Shobdon,parish,,,"Herefordshire, County of",ons_only
,E04003047,shobrooke-parish,Shobrooke,parish,,,Mid Devon,ons_only
,E04001314,shorwell-parish,Shorwell,parish,,,Isle of Wight,ons_only
,E04000989,shoscombe-parish,Shoscombe,parish,,,Bath and North East Somerset,ons_only
,E04006594,shotesham-parish,Shotesham,parish,,,South Norfolk,ons_only
,E04003876,shotgate-parish,Shotgate,parish,,,Basildon,ons_only
,E04009779,shotteswell-parish,Shotteswell,parish,,,Stratford-on-Avon,ons_only
,E04009453,shottisham-parish,Shottisham,parish,,,East Suffolk,ons_only
,E04002690,shottle-and-postern-parish,Shottle and Postern,parish,,,Amber Valley,ons_only
,E04010693,shotton-parish,Shotton,parish,,,County Durham,ons_only
,E04006348,shouldham-parish,Shouldham,parish,,,King's Lynn and West Norfolk,ons_only
,E04010341,shrawley-parish,Shrawley,parish,,,Malvern Hills,ons_only
,E04009837,shrewley-parish,Shrewley,parish,,,Warwick,ons_only
,E04001839,shudy-camps-parish,Shudy Camps,parish,,,South Cambridgeshire,ons_only
,E04009656,shustoke-parish,Shustoke,parish,,,North Warwickshire,ons_only
,E04002988,shute-parish,Shute,parish,,,East Devon,ons_only
,E04008077,shutford-parish,Shutford,parish,,,Cherwell,ons_only
,E04006854,shutlanger-parish,Shutlanger,parish,,,West Northamptonshire,ons_only
,E04006689,sibbertoft-parish,Sibbertoft,parish,,,West Northamptonshire,ons_only
,E04003925,sible-hedingham-parish,Sible Hedingham,parish,,,Braintree,ons_only
,E04009454,sibton-parish,Sibton,parish,,,East Suffolk,ons_only
,E04011003,siddington-parish,Siddington,parish,,,Cheshire East,ons_only
,E04012386,siddington-parish-2,Siddington,parish,,,Cotswold,ons_only
,E04006469,sidestrand-parish,Sidestrand,parish,,,North Norfolk,ons_only
,E04009926,sidlesham-parish,Sidlesham,parish,,,Chichester,ons_only
,E04005387,sileby-parish,Sileby,parish,,,Charnwood,ons_only
,E04000052,silkstone-parish,Silkstone,parish,,,Barnsley,ons_only
,E04013030,silloth-on-solway-parish,Silloth-on-Solway,parish,,,Cumberland,ons_only
,E04000162,silsden-parish,Silsden,parish,,,Bradford,ons_only
,E04003436,silton-parish,Silton,parish,,,Dorset,ons_only
,E04003926,silver-end-parish,Silver End,parish,,,Braintree,ons_only
,E04006855,silverstone-parish,Silverstone,parish,,,West Northamptonshire,ons_only
,E04003048,silverton-parish,Silverton,parish,,,Mid Devon,ons_only
,E04010862,simonburn-parish,Simonburn,parish,,,Northumberland,ons_only
,E04005318,simonswood-parish,Simonswood,parish,,,West Lancashire,ons_only
,E04001287,simpson-and-ashland-parish,Simpson and Ashland,parish,,,Milton Keynes,ons_only
,E04005171,singleton-parish,Singleton,parish,,,Fylde,ons_only
,E04009927,singleton-parish-2,Singleton,parish,,,Chichester,ons_only
,E04013346,siston-parish,Siston,parish,,,South Gloucestershire,ons_only
,E04000241,sitlington-parish,Sitlington,parish,,,Wakefield,ons_only
,E04006046,sixhills-parish,Sixhills,parish,,,West Lindsey,ons_only
,E04012455,sixpenny-handley-and-pentridge-parish,Sixpenny Handley and Pentridge,parish,,,Dorset,ons_only
,E04005469,skeffington-parish,Skeffington,parish,,,Harborough,ons_only
,E04000469,skeffling-parish,Skeffling,parish,,,East Riding of Yorkshire,ons_only
,E04000267,skelton-and-brotton-parish,Skelton and Brotton,parish,,,Redcar and Cleveland,ons_only
,E04007417,skelton-on-ure-parish,Skelton-on-Ure,parish,,,North Yorkshire,ons_only
,E04005720,skendleby-parish,Skendleby,parish,,,East Lindsey,ons_only
,E04000470,skerne-and-wansford-parish,Skerne and Wansford,parish,,,East Riding of Yorkshire,ons_only
,E04006470,skeyton-parish,Skeyton,parish,,,North Norfolk,ons_only
,E04005721,skidbrooke-with-saltfleet-haven-parish,Skidbrooke with Saltfleet Haven,parish,,,East Lindsey,ons_only
,E04005938,skillington-parish,Skillington,parish,,,South Kesteven,ons_only
,E04000473,skirlaugh-parish,Skirlaugh,parish,,,East Riding of Yorkshire,ons_only
,E04005282,slaidburn-parish,Slaidburn,parish,,,Ribble Valley,ons_only
,E04009996,slaugham-parish,Slaugham,parish,,,Mid Sussex,ons_only
,E04000475,sledmere-parish,Sledmere,parish,,,East Riding of Yorkshire,ons_only
,E04004376,slimbridge-parish,Slimbridge,parish,,,Stroud,ons_only
,E04009875,slindon-parish,Slindon,parish,,,Arun,ons_only
,E04006471,sloley-parish,Sloley,parish,,,North Norfolk,ons_only
,E04002691,smalley-parish,Smalley,parish,,,Amber Valley,ons_only
,E04012858,smannell-parish,Smannell,parish,,,Test Valley,ons_only
,E04011361,smethcott-parish,Smethcott,parish,,,Shropshire,ons_only
,E04002923,smisby-parish,Smisby,parish,,,South Derbyshire,ons_only
,E04000156,smith-s-wood-parish,Smith's Wood,parish,,,Solihull,ons_only
,E04001640,snailwell-parish,Snailwell,parish,,,East Cambridgeshire,ons_only
,E04009455,snape-parish,Snape,parish,,,East Suffolk,ons_only
,E04005563,snarestone-parish,Snarestone,parish,,,North West Leicestershire,ons_only
,E04006047,snarford-parish,Snarford,parish,,,West Lindsey,ons_only
,E04005035,snargate-parish,Snargate,parish,,,Folkestone and Hythe,ons_only
,E04007700,sneaton-parish,Sneaton,parish,,,North Yorkshire,ons_only
,E04006048,snelland-parish,Snelland,parish,,,West Lindsey,ons_only
,E04010864,snitter-parish,Snitter,parish,,,Northumberland,ons_only
,E04004418,snowshill-parish,Snowshill,parish,,,Tewkesbury,ons_only
,E04004683,soberton-parish,Soberton,parish,,,Winchester,ons_only
,E04000871,sollers-hope-parish,Sollers Hope,parish,,,"Herefordshire, County of",ons_only
,E04002473,solport-parish,Solport,parish,,,Cumberland,ons_only
,E04005533,somerby-parish,Somerby,parish,,,Melton,ons_only
,E04006050,somerby-parish-2,Somerby,parish,,,West Lindsey,ons_only
,E04002692,somercotes-parish,Somercotes,parish,,,Amber Valley,ons_only
,E04009525,somerleyton-ashby-and-herringfleet-parish,"Somerleyton, Ashby and Herringfleet",parish,,,East Suffolk,ons_only
,E04009848,sompting-parish,Sompting,parish,,,Adur,ons_only
,E04001236,sonning-parish,Sonning,parish,,,Wokingham,ons_only
,E04009527,sotterley-parish,Sotterley,parish,,,East Suffolk,ons_only
,E04003348,sourton-parish-2,Sourton,parish,,,West Devon,ons_only
,E04008754,south-cadbury-and-sutton-montis-parish,South Cadbury and Sutton Montis,parish,,,Somerset,ons_only
,E04000477,south-cave-parish,South Cave,parish,,,East Riding of Yorkshire,ons_only
,E04004271,south-cerney-parish,South Cerney,parish,,,Cotswold,ons_only
,E04000478,south-cliffe-parish,South Cliffe,parish,,,East Riding of Yorkshire,ons_only
,E04006351,south-creake-parish,South Creake,parish,,,King's Lynn and West Norfolk,ons_only
,E04005388,south-croxton-parish,South Croxton,parish,,,Charnwood,ons_only
,E04000578,south-ferriby-parish,South Ferriby,parish,,,North Lincolnshire,ons_only
,E04003971,south-hanningfield-parish,South Hanningfield,parish,,,Chelmsford,ons_only
,E04003788,south-heighton-parish,South Heighton,parish,,,Lewes,ons_only
,E04010695,south-hetton-parish,South Hetton,parish,,,County Durham,ons_only
,E04011524,south-hill-parish,South Hill,parish,,,Cornwall,ons_only
,E04013296,south-hinksey-parish,South Hinksey,parish,,,Vale of White Horse,ons_only
,E04003173,south-huish-parish,South Huish,parish,,,South Hams,ons_only
,E04000579,south-killingholme-parish,South Killingholme,parish,,,North Lincolnshire,ons_only
,E04013432,south-kirkby-and-moorthorpe-parish,South Kirkby and Moorthorpe,parish,,,Wakefield,ons_only
,E04000668,south-luffenham-parish,South Luffenham,parish,,,Rutland,ons_only
,E04007941,south-muskham-parish,South Muskham,parish,,,Newark and Sherwood,ons_only
,E04008082,south-newington-parish,South Newington,parish,,,Cherwell,ons_only
,E04007262,south-otterington-parish,South Otterington,parish,,,North Yorkshire,ons_only
,E04003595,south-perrott-parish,South Perrott,parish,,,Dorset,ons_only
,E04007418,south-stainley-with-cayton-parish,South Stainley with Cayton,parish,,,North Yorkshire,ons_only
,E04008163,south-stoke-parish,South Stoke,parish,,,South Oxfordshire,ons_only
,E04009876,south-stoke-parish-2,South Stoke,parish,,,Arun,ons_only
,E04003349,south-tawton-parish-2,South Tawton,parish,,,West Devon,ons_only
,E04012976,south-willesborough-newtown-parish,South Willesborough & Newtown,parish,,,Ashford,ons_only
,E04005727,south-willingham-parish,South Willingham,parish,,,East Lindsey,ons_only
,E04002693,south-wingfield-parish,South Wingfield,parish,,,Amber Valley,ons_only
,E04004685,south-wonston-parish,South Wonston,parish,,,Winchester,ons_only
,E04003972,south-woodham-ferrers-parish,South Woodham Ferrers,parish,,,Chelmsford,ons_only
,E04005129,southborough-parish,Southborough,parish,,,Tunbridge Wells,ons_only
,E04006352,southery-parish,Southery,parish,,,King's Lynn and West Norfolk,ons_only
,E04012920,southfleet-parish,Southfleet,parish,,,Dartford,ons_only
,E04002990,southleigh-parish,Southleigh,parish,,,East Devon,ons_only
,E04004062,southminster-parish,Southminster,parish,,,Maldon,ons_only
,E04001736,southoe-and-midloe-parish,Southoe and Midloe,parish,,,Huntingdonshire,ons_only
,E04006473,southrepps-parish,Southrepps,parish,,,North Norfolk,ons_only
,E04004272,southrop-parish,Southrop,parish,,,Cotswold,ons_only
,E04000990,southstoke-parish,Southstoke,parish,,,Bath and North East Somerset,ons_only
,E04007264,sowerby-under-cotcliffe-parish,Sowerby-under-Cotcliffe,parish,,,North Yorkshire,ons_only
,E04002991,sowton-parish,Sowton,parish,,,East Devon,ons_only
,E04000479,spaldington-parish,Spaldington,parish,,,East Riding of Yorkshire,ons_only
,E04007944,spalford-parish,Spalford,parish,,,Newark and Sherwood,ons_only
,E04001188,speen-parish,Speen,parish,,,West Berkshire,ons_only
,E04010696,spennymoor-parish,Spennymoor,parish,,,County Durham,ons_only
,E04003437,spetisbury-parish,Spetisbury,parish,,,Dorset,ons_only
,E04009530,spexhall-parish,Spexhall,parish,,,East Suffolk,ons_only
,E04003350,spreyton-parish-2,Spreyton,parish,,,West Devon,ons_only
,E04006053,spridlington-parish,Spridlington,parish,,,West Lindsey,ons_only
,E04013172,springfield-parish,Springfield,parish,,,Chelmsford,ons_only
,E04006054,springthorpe-parish,Springthorpe,parish,,,West Lindsey,ons_only
,E04009513,st-andrew-ilketshall-parish,"St. Andrew, Ilketshall",parish,,,East Suffolk,ons_only
,E04012670,st-andrews-parish,St Andrews,parish,,,Swindon,ons_only
,E04013081,st-austell-bay-parish,St Austell Bay,parish,,,Cornwall,ons_only
,E04013082,st-buryan-lamorna-and-paul-parish,"St. Buryan, Lamorna and Paul",parish,,,Cornwall,ons_only
,E04000987,st-catherine-parish,St. Catherine,parish,,,Bath and North East Somerset,ons_only
,E04000942,st-georges-and-priorslee-parish,St Georges and Priorslee,parish,,,Telford and Wrekin,ons_only
,E04001037,st-georges-parish,St. Georges,parish,,,North Somerset,ons_only
,E04003289,st-giles-in-the-wood-parish,St. Giles in the Wood,parish,,,Torridge,ons_only
,E04003290,st-giles-on-the-heath-parish,St. Giles on the Heath,parish,,,Torridge,ons_only
,E04011552,st-goran-parish,St. Goran,parish,,,Cornwall,ons_only
,E04001310,st-helens-parish,St Helens,parish,,,Isle of Wight,ons_only
,E04009515,st-james-south-elmham-parish,"St. James, South Elmham",parish,,,East Suffolk,ons_only
,E04012985,st-john-s-castlerigg-and-wythburn-parish,St John's Castlerigg and Wythburn,parish,,,Cumberland,ons_only
,E04009517,st-lawrence-ilketshall-parish,"St. Lawrence, Ilketshall",parish,,,East Suffolk,ons_only
,E04004061,st-lawrence-parish,St. Lawrence,parish,,,Maldon,ons_only
,E04003379,st-leonards-and-st-ives-parish,St. Leonards and St. Ives,parish,,,Dorset,ons_only
,E04009518,st-margaret-ilketshall-parish,"St. Margaret, Ilketshall",parish,,,East Suffolk,ons_only
,E04004918,st-margaret-s-at-cliffe-parish,St. Margaret's at Cliffe,parish,,,Dover,ons_only
,E04009519,st-margaret-south-elmham-parish,"St. Margaret, South Elmham",parish,,,East Suffolk,ons_only
,E04000866,st-margarets-parish,St. Margarets,parish,,,"Herefordshire, County of",ons_only
,E04009552,st-martha-parish,St. Martha,parish,,,Guildford,ons_only
