council_id,ons_code,slug,name,type,county,region,principal_authority,source
4494,E04009089,glemsford-parish-council,Glemsford Parish Council,parish,Suffolk,East of England,Babergh & Mid Suffolk,excel
35846,E04005350,glen-parva-parish-council,Glen Parva Parish Council,parish,Blaby,East Midlands,Blaby,excel
35847,E04005349,glenfields-parish-council,Glenfields Parish Council,parish,Blaby,East Midlands,Blaby,excel
35849,E04005991,glentworth-parish-council,Glentworth Parish Council,parish,West Lindsey,East Midlands,West Lindsey,excel
5066,E04001109,glinton-parish-council,Glinton Parish Council,parish,Cambridgeshire,East of England,Peterborough,excel
35850,E04005428,glooston-parish-council,Glooston Parish Council,parish,Harborough,East Midlands,Harborough,excel
33663,E04012302,glusburn-and-cross-hills-parish-council,Glusburn and Cross Hills Parish Council,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
34717,E04008291,glympton-parish-meeting,Glympton Parish Meeting,parish_meeting,Oxfordshire,South East,West Oxfordshire,excel
4611,,glynde-and-beddingham-parish-council-1,Glynde and Beddingham Parish Council,parish,East Sussex,South East,Lewes & Eastbourne,excel
5308,E04008999,gnosall-parish-council,Gnosall Parish Council,parish,Staffordshire,West Midlands,Staffordshire,excel
35851,E04005429,goadby-parish-council,Goadby Parish Council,parish,Harborough,East Midlands,Harborough,excel
31199,E04003541,goathill-parish-council,Goathill Parish Council,parish,Dorset,South West,Dorset,excel
5773,E04007676,goathland,Goathland,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
4420,E04008629,goathurst-parish-council,Goathurst Parish Council,parish,Somerset,South West,Somerset,excel
35329,E04009616,godalming-town-council,Godalming Town Council,town,Surrey,South East,Waverley,excel
34499,E04008046,godington-parish-meeting,Godington Parish Meeting,parish_meeting,Oxfordshire,South East,Cherwell,excel
31465,E04001701,godmanchester-parish-council,Godmanchester Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,East Riding of Yorkshire,excel
31200,E04003542,godmanstone-parish-council,Godmanstone Parish Council,parish,Dorset,South West,Dorset,excel
32475,E04004839,godmersham-parish-council,Godmersham Parish Council,parish,Kent,South East,Ashford,excel
5880,E04008562,godney-parish-council,Godney Parish Council,parish,Somerset,South West,Somerset,excel
35315,E04009588,godstone-parish-council,Godstone Parish Council,parish,Surrey,South East,Tandridge,excel
35853,E04004047,goldhanger-parish-council,Goldhanger Parish Council,parish,,South West,Maldon,excel
33665,,goldsborough-and-flaxby-parish-council,Goldsborough and Flaxby Parish Council,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
35854,E04007348,goldsborough-parish-council,Goldsborough Parish Council,parish,,Yorkshire and the Humber,North Yorkshire,excel
35855,E04005221,goldshaw-booth-parish-council,Goldshaw Booth Parish Council,parish,Pendle,North West,Pendle,excel
7039,E04007906,gonalston-parish-meeting,Gonalston Parish Meeting,parish_meeting,Nottinghamshire,East Midlands,Newark & Sherwood,excel
4130,E04006117,gooderstone-parish-council,Gooderstone Parish Council,parish,Norfolk,East of England,Breckland,excel
32534,E04004907,goodnestone-parish-council,Goodnestone Parish Council,parish,Kent,South East,Dover,excel
32229,,goodrich-and-welsh-bicknor-group-parish-council,Goodrich and Welsh Bicknor Group Parish Council,parish,Herefordshire,West Midlands,Herefordshire,excel
31363,E04000401,goole-parish-council,Goole Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,East Riding of Yorkshire,excel
34657,E04008214,goosey-parish-meeting,Goosey Parish Meeting,parish_meeting,Oxfordshire,South East,Vale of White Horse,excel
35857,E04005236,goosnargh-parish-council,Goosnargh Parish Council,parish,Preston,North West,Preston,excel
30287,E04010943,goostrey-parish-council,Goostrey Parish Council,parish,Cheshire,North West,Cheshire East,excel
30076,E04001670,gorefield-parish-council,Gorefield Parish Council,parish,Cambridgeshire,East of England,Fenland,excel
34586,E04008131,goring-on-thames-parish-council,Goring-on-Thames Parish Council,parish,Oxfordshire,South East,South Oxfordshire,excel
31838,,gorsley-kilcot-parish-council,Gorsley & Kilcot Parish Council,parish,Gloucestershire,South West,Forest of Dean,excel
36815,,gorton-parish-council,Gorton Parish Council,parish,Warwickshire,West Midlands,Warwickshire,excel
4525,E04009205,gosbeck-parish-council,Gosbeck Parish Council,parish,Suffolk,East of England,Babergh & Mid Suffolk,excel
35858,E04005858,gosberton-parish-council,Gosberton Parish Council,parish,South Holland,East Midlands,South Holland,excel
30728,E04002489,gosforth-parish-council,Gosforth Parish Council,parish,Cumbria,North West,Cumberland,excel
6472,E04007978,gotham-parish-council,Gotham Parish Council,parish,Nottinghamshire,East Midlands,Rushcliffe,excel
31930,E04004402,gotherington-parish-council,Gotherington Parish Council,parish,Gloucestershire,South West,Tewkesbury,excel
32446,E04005122,goudhurst-parish-council,Goudhurst Parish Council,parish,Kent,South East,Tunbridge Wells,excel
3852,E04011439,grade-ruan-parish-council,Grade Ruan Parish Council,parish,Cornwall,South West,Cornwall,excel
36517,,grade-ruan-parish-council-1,Grade-Ruan Parish Council,parish,,South West,,excel
36518,E04009905,graffham-parish-council,Graffham Parish Council,parish,Chichester,South East,Chichester,excel
30104,E04001702,grafham-parish-council,Grafham Parish Council,parish,Cambridgeshire,East of England,Huntingdonshire,excel
34718,E04008292,grafton-and-radcot-parish-meeting,Grafton and Radcot Parish Meeting,parish_meeting,Oxfordshire,South East,West Oxfordshire,excel
36519,E04010394,grafton-flyford-parish-council,Grafton Flyford Parish Council,parish,,West Midlands,Wychavon,excel
6541,E04011722,grafton-parish-council,Grafton Parish Council,parish,Wiltshire,South West,Wiltshire,excel
34063,E04006774,grafton-underwood-parish-council,Grafton Underwood Parish Council,parish,Northamptonshire,East Midlands,North Northamptonshire,excel
35861,E04005644,grainthorpe-parish-council,Grainthorpe Parish Council,parish,East Lindsey,East Midlands,East Lindsey,excel
3853,E04013059,grampound-with-creed-parish-council,Grampound with Creed Parish Council,parish,Cornwall,South West,Cornwall,excel
5522,E04001486,granborough-parish-council,Granborough Parish Council,parish,Buckinghamshire,South East,Buckinghamshire,excel
35863,E04009676,grandborough-parish-council,Grandborough Parish Council,parish,Rugby,West Midlands,Rugby,excel
35864,E04005993,grange-de-lings-parish-council,Grange de Lings Parish Council,parish,West Lindsey,East Midlands,West Lindsey,excel
31467,,grange-moor-parish-council,Grange Moor Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,East Riding of Yorkshire,excel
35865,E04002607,grange-over-sands-parish-council,Grange-over-sands Parish Council,parish,Westmorland And Furness,North West,Westmorland and Furness,excel
30838,,grange-over-sands-town-council,Grange over Sands Town Council,town,Cumbria,North West,Westmorland & Furness,excel
36520,E04012734,grantchester-parish-council,Grantchester Parish Council,parish,South Cambridgeshire,East of England,South Cambridgeshire,excel
5490,E04013441,grantham-town-council,Grantham Town Council,town,Lincolnshire,East Midlands,South Kesteven,excel
35866,E04007349,grantley-parish-council,Grantley Parish Council,parish,,Yorkshire and the Humber,North Yorkshire,excel
35867,E04000325,grappenhall-and-thelwall-parish-council,Grappenhall and Thelwall Parish Council,parish,Warrington,North West,Warrington,excel
35868,E04005994,grasby-parish-council,Grasby Parish Council,parish,West Lindsey,East Midlands,West Lindsey,excel
4276,,grassington,Grassington,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
33667,E04007086,grassington-parish-council,Grassington Parish Council,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
4011,E04002869,grassmoor-hasland-and-winsick-parish-council,"Grassmoor, Hasland and Winsick Parish Council",parish,Derbyshire,East Midlands,North East Derbyshire,excel
7040,E04007907,grassthorpe-parish-meeting,Grassthorpe Parish Meeting,parish_meeting,Nottinghamshire,East Midlands,Newark & Sherwood,excel
6083,E04002755,gratton-parish-meeting,Gratton (Parish Meeting),parish_meeting,Derbyshire,East Midlands,Derbyshire Dales,excel
35869,E04005053,graveney-with-goodnestone-parish-council,Graveney with Goodnestone Parish Council,parish,Kent,South East,Swale,excel
32288,,gravesend-parish-council,Gravesend Parish Council,parish,Hertfordshire,East of England,East Hertfordshire,excel
35870,E04005995,grayingham-parish-council,Grayingham Parish Council,parish,West Lindsey,East Midlands,West Lindsey,excel
4652,E04004505,grayshott-parish-council,Grayshott Parish Council,parish,Hampshire,South East,East Hampshire,excel
35330,,grayswood-and-haslemere-parish-council,Grayswood and Haslemere Parish Council,parish,Surrey,South East,Waverley,excel
4335,E04013279,greasley-parish-council,Greasley Parish Council,parish,Nottinghamshire,East Midlands,Broxtowe,excel
35871,E04001791,great-abington-parish-council,Great Abington Parish Council,parish,,West Midlands,South Cambridgeshire,excel
32666,E04005306,great-altcar-parish-council,Great Altcar Parish Council,parish,Lancashire,North West,West Lancashire,excel
35872,E04001792,great-and-little-chishill-parish-council,Great and Little Chishill Parish Council,parish,,West Midlands,South Cambridgeshire,excel
5523,E04001599,great-and-little-kimble-cum-marsh-parish-council,Great and Little Kimble cum Marsh Parish Council,parish,Buckinghamshire,South East,Buckinghamshire,excel
35874,E04013103,great-and-little-preston-parish-council,Great and Little Preston Parish Council,parish,,West Midlands,Leeds,excel
36522,E04012228,great-ashby-parish-council,Great Ashby Parish Council,parish,North Hertfordshire,East of England,North Hertfordshire,excel
5906,E04010553,great-ashfield-parish-council,Great Ashfield Parish Council,parish,Suffolk,East of England,Babergh & Mid Suffolk,excel
6260,,great-ayton,Great Ayton,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
31468,E04007183,great-ayton-parish-council,Great Ayton Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,East Riding of Yorkshire,excel
36523,E04011891,great-barford-parish-council,Great Barford Parish Council,parish,Bedford,East of England,Bedford,excel
4834,E04012715,great-barton-parish-council,Great Barton Parish Council,parish,Suffolk,East of England,West Suffolk,excel
35875,E04009410,great-bealings-parish-council,Great Bealings Parish Council,parish,East Suffolk,East of England,East Suffolk,excel
5418,E04011723,great-bedwyn-parish-council,Great Bedwyn Parish Council,parish,Wiltshire,South West,Wiltshire,excel
4526,E04010554,great-blakenham-parish-council,Great Blakenham Parish Council,parish,Suffolk,East of England,Babergh & Mid Suffolk,excel
30413,E04012980,great-boughton-parish-council,Great Boughton Parish Council,parish,Cheshire West and Chester,North West,Cheshire West and Chester,excel
35876,E04005490,great-bowden-parish-council,Great Bowden Parish Council,parish,Harborough,East Midlands,Harborough,excel
6512,E04009312,great-bradley-parish-council,Great Bradley Parish Council,parish,Suffolk,East of England,West Suffolk,excel
35877,E04004048,great-braxted-parish-council,Great Braxted Parish Council,parish,,West Midlands,Maldon,excel
4527,E04010555,great-bricett-parish-council,Great Bricett Parish Council,parish,Suffolk,East of England,Babergh & Mid Suffolk,excel
3777,E04001487,great-brickhill-parish-council,Great Brickhill Parish Council,parish,Buckinghamshire,South East,Buckinghamshire,excel
30414,E04011104,great-budworth-parish-council,Great Budworth Parish Council,parish,Cheshire West and Chester,North West,Cheshire West and Chester,excel
35878,E04000294,great-burdon-parish-council,Great Burdon Parish Council,parish,Darlington,North East,Darlington,excel
35879,E04003871,great-burstead-and-south-green-parish-council,Great Burstead and South Green Parish Council,parish,,West Midlands,Basildon,excel
7032,E04007184,great-busby-parish-meeting,Great Busby (Parish Meeting),parish_meeting,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
4625,,great-canfield,Great Canfield,parish,Essex,East of England,Uttlesford,excel
31726,E04004130,great-canfield-parish-council,Great Canfield Parish Council,parish,Essex,East of England,Uttlesford,excel
35880,E04005645,great-carlton-parish-council,Great Carlton Parish Council,parish,East Lindsey,East Midlands,East Lindsey,excel
5958,,great-chesterford,Great Chesterford,parish,Essex,East of England,Uttlesford,excel
31727,E04013410,great-chesterford-parish-council,Great Chesterford Parish Council,parish,Essex,East of England,Uttlesford,excel
30729,E04002408,great-clifton-parish-council,Great Clifton Parish Council,parish,Cumbria,North West,Cumberland,excel
35881,E04000534,great-coates-parish-council,Great Coates Parish Council,parish,North East Lincolnshire,Yorkshire and the Humber,North East Lincolnshire,excel
36524,E04010395,great-comberton-parish-council,Great Comberton Parish Council,parish,,West Midlands,Wychavon,excel
5891,E04009090,great-cornard-parish-council,Great Cornard Parish Council,parish,Suffolk,East of England,Babergh & Mid Suffolk,excel
35882,E04000929,great-dawley-parish-council,Great Dawley Parish Council,parish,Telford and Wrekin,West Midlands,Telford and Wrekin,excel
36525,E04011892,great-denham-parish-council,Great Denham Parish Council,parish,Bedford,East of England,Bedford,excel
34066,E04006882,great-doddington-parish-council,Great Doddington Parish Council,parish,Northamptonshire,East Midlands,North Northamptonshire,excel
31470,,great-driffield-parish-council,Great Driffield Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,East Riding of Yorkshire,excel
4626,,great-dunmow,Great Dunmow,parish,Essex,East of England,Uttlesford,excel
31728,E04012937,great-dunmow-parish-council,Great Dunmow Parish Council,parish,Essex,East of England,Uttlesford,excel
5959,,great-easton-and-tilty,Great Easton and Tilty,parish,Essex,East of England,Uttlesford,excel
31729,,great-easton-and-tilty-parish-council,Great Easton and Tilty Parish Council,parish,Essex,East of England,Uttlesford,excel
35883,E04005328,great-eccleston-parish-council,Great Eccleston Parish Council,parish,Wyre,North West,Wyre,excel
5271,E04008557,great-elm-parish-council,Great Elm Parish Council,parish,Somerset,South West,Somerset,excel
35884,E04001793,great-eversden-parish-council,Great Eversden Parish Council,parish,,West Midlands,South Cambridgeshire,excel
36526,E04012868,great-faringdon-parish-council,Great Faringdon Parish Council,parish,Oxfordshire,South East,Vale of White Horse,excel
30105,E04001703,great-gidding-parish-council,Great Gidding Parish Council,parish,Cambridgeshire,East of England,Huntingdonshire,excel
