council_id,slug,name,type,county,region,website_url,audit_status
5390,cherhill-parish-council,Cherhill Parish Council,parish,Wiltshire,South West,https://www.cherhillparish.gov.uk,verified
36681,cherington-and-stourton-joint-parish-council,Cherington and Stourton Joint Parish Council,parish,Warwickshire,West Midlands,,under_audit
36791,cherington-and-stourton-parish-council,Cherington and Stourton Parish Council,parish,Warwickshire,West Midlands,,under_audit
,cherington-parish,Cherington,parish,,,https://cheringtonpc.org.uk/,verified
35653,cheriton-bishop-parish-council,Cheriton Bishop Parish Council,parish,Mid Devon,South West,,under_audit
,cheriton-fitzpaine-parish,Cheriton Fitzpaine,parish,,,,under_audit
5640,cheriton-parish-council,Cheriton Parish Council,parish,Hampshire,South East,https://www.cheritonparishcouncil.gov.uk/community/cheriton-parish-council-15038/home/,verified
,cherry-burton-parish,Cherry Burton,parish,,,,under_audit
35655,cherry-willingham-parish-council,Cherry Willingham Parish Council,parish,West Lindsey,East Midlands,,under_audit
,cheselbourne-parish,Cheselbourne,parish,,,https://www.cheselbourneparishcouncil.gov.uk/community/cheselbourne-parish-council-7854/home/,verified
,chesham-bois-parish,Chesham Bois,parish,,,,under_audit
3540,chesham-town-council,Chesham Town Council,town,Buckinghamshire,South East,https://www.chesham.gov.uk,verified
4468,cheslyn-hay-parish-council,Cheslyn Hay Parish Council,parish,Staffordshire,West Midlands,https://cheslynhayparish.gov.uk/,verified
36462,chester-castle-parish-council,Chester Castle Parish Council,parish,Halton,North West,,under_audit
36682,chesterton-and-kingston-parish-meeting,Chesterton and Kingston Parish Meeting,parish_meeting,Warwickshire,West Midlands,,under_audit
36792,chesterton-kingston-parish-council,Chesterton Kingston Parish Council,parish,Warwickshire,West Midlands,,under_audit
34488,chesterton-parish-council,Chesterton Parish Council,parish,Oxfordshire,South East,https://www.chestertonparishcouncil.org.uk,under_audit_with_url
32508,chestfield-parish-council,Chestfield Parish Council,parish,Kent,South East,https://www.chestfieldparishcouncil.gov.uk,verified
4718,cheswardine-parish-council,Cheswardine Parish Council,parish,Shropshire,West Midlands,https://www.cheswardineparishcouncil.org.uk,verified
35656,cheswick-green-parish-council,Cheswick Green Parish Council,parish,Solihull,West Midlands,,under_audit
,chetnole-parish,Chetnole,parish,,,,under_audit
,chettle-parish,Chettle,parish,,,,under_audit
,chetton-parish,Chetton,parish,,,,under_audit
,chetwode-parish,Chetwode,parish,,,,under_audit
,chetwynd-aston-and-woodcote-parish,Chetwynd Aston and Woodcote,parish,,,,under_audit
,chetwynd-parish,Chetwynd,parish,,,https://chetwyndparishcouncil.gov.uk/,verified
,cheveley-parish,Cheveley,parish,,,https://cheveley-pc.gov.uk/,verified
32412,chevening-parish-council,Chevening Parish Council,parish,Kent,South East,https://www.cheveningparishcouncil.gov.uk,verified
5391,cheverell-magna-parish-council,Cheverell Magna Parish Council,parish,Wiltshire,South West,https://www.cheverellmagnaparishcouncil.gov.uk,verified
,chevet-parish,Chevet,parish,,,,under_audit
5353,chevington-parish-council,Chevington Parish Council,parish,Suffolk,East of England,https://www.chevingtonparishcouncil.gov.uk,verified
34861,chew-magna-parish-council,Chew Magna Parish Council,parish,Somerset,South West,,under_audit
35659,chew-stoke-parish-council,Chew Stoke Parish Council,parish,,South East,https://chewstokeparishcouncil.gov.uk/,under_audit
5507,chewton-mendip-parish-council,Chewton Mendip Parish Council,parish,Somerset,South West,https://chewtonmendip.org/,under_audit
,chicheley-parish,Chicheley,parish,,,,under_audit
36463,chichester-parish-council,Chichester Parish Council,parish,West Sussex,South East,,under_audit
,chickerell-parish,Chickerell,parish,,,,under_audit
6780,chicklade-parish-meeting,Chicklade Parish Meeting,parish_meeting,Wiltshire,South West,,under_audit
31696,chickney-parish-council,Chickney Parish Council,parish,Essex,East of England,,under_audit
35321,chiddingfold-parish-council,Chiddingfold Parish Council,parish,Surrey,South East,https://www.chiddingfold-pc.gov.uk,verified
4030,chiddingly-parish-council,Chiddingly Parish Council,parish,East Sussex,South East,https://www.chiddingly.gov.uk,verified
32413,chiddingstone-parish-council,Chiddingstone Parish Council,parish,Kent,South East,https://www.chiddingstoneparish.gov.uk,verified
,chideock-parish,Chideock,parish,,,,under_audit
35660,chidham-and-hambrook-parish-council,Chidham and Hambrook Parish Council,parish,Chichester,South East,,under_audit
36464,chidlow-parish-council,Chidlow Parish Council,parish,,South East,,under_audit
36959,chieveley-parish-council,Chieveley Parish Council,parish,West Berkshire,South East,https://chieveleyparishcouncil.gov.uk/,verified
31697,chignall-parish-council,Chignall Parish Council,parish,Essex,East of England,,under_audit
31634,chigwell-parish-council,Chigwell Parish Council,parish,Essex,East of England,https://www.chigwellparishcouncil.gov.uk,verified
5164,chilbolton-parish-council,Chilbolton Parish Council,parish,Hampshire,South East,https://www.chilboltonparishcouncil.org.uk,verified
6096,chilcomb-parish-meeting,Chilcomb Parish Meeting,parish_meeting,Hampshire,South East,,under_audit
,chilcombe-parish,Chilcombe,parish,,,,under_audit
4872,chilcompton-parish-council,Chilcompton Parish Council,parish,Somerset,South West,https://www.chilcompton.org/,verified
,chilcote-parish,Chilcote,parish,,,,under_audit
,child-okeford-parish,Child Okeford,parish,,,,under_audit
,child-s-ercall-parish,Child's Ercall,parish,,,,under_audit
35662,childerley-parish-council,Childerley Parish Council,parish,,South East,,under_audit
34644,childrey-parish-council,Childrey Parish Council,parish,Oxfordshire,South East,,under_audit
,childswickham-parish,Childswickham,parish,,,,under_audit
,chilfrome-parish,Chilfrome,parish,,,,under_audit
32473,chilham-parish-council,Chilham Parish Council,parish,Kent,South East,https://www.chilhamparishcouncil.gov.uk,verified
,chillerton-and-gatcombe-parish,Chillerton and Gatcombe,parish,,,,under_audit
35663,chillesford-parish-council,Chillesford Parish Council,parish,East Suffolk,East of England,,under_audit
36467,chillingham-parish-council,Chillingham Parish Council,parish,Northumberland,North East,,under_audit
6149,chillington-parish-meeting,Chillington Parish Meeting,parish_meeting,Somerset,South West,,under_audit
6528,chilmark-parish-council,Chilmark Parish Council,parish,Wiltshire,South West,,under_audit
,chilson-parish,Chilson,parish,,,,under_audit
3736,chilthorne-domer-parish-council,Chilthorne Domer Parish Council,parish,Somerset,South West,https://chilthornedomer-pc.gov.uk,verified
6596,chilton-cantelo-parish-meeting,Chilton Cantelo Parish Meeting,parish_meeting,Somerset,South West,,under_audit
5392,chilton-foliat-parish-council,Chilton Foliat Parish Council,parish,Wiltshire,South West,http://www.chiltonfoliat.com,verified
5048,chilton-parish-council-1,Chilton Parish Council,parish,Suffolk,East of England,https://www.chiltonpcsuffolk.org.uk,verified
,chilton-polden-parish,Chilton Polden,parish,,,,under_audit
4745,chilton-trinity-parish-council,Chilton Trinity Parish Council,parish,Somerset,South West,https://chiltontrinityparishcouncil.gov.uk/,verified
5165,chilworth-parish-council,Chilworth Parish Council,parish,Hampshire,South East,https://www.chilworthparishcouncil.gov.uk,under_audit_with_url
4645,chineham-parish-council,Chineham Parish Council,parish,Hampshire,South East,https://www.chineham.gov.uk,under_audit_with_url
,chinley-buxworth-and-brownside-parish,"Chinley, Buxworth and Brownside",parish,,,,under_audit
3989,chinley-buxworth-brownside-parish-council,"Chinley, Buxworth & Brownside Parish Council",parish,Derbyshire,East Midlands,https://www.chinleybuxworthbrownside-pc.gov.uk,verified
34570,chinnor-parish-council,Chinnor Parish Council,parish,Oxfordshire,South East,https://www.chinnorparishcouncil.gov.uk,verified
4904,chippenham-town-council,Chippenham Town Council,town,Wiltshire,South West,https://www.chippenham.gov.uk/,verified
5393,chippenham-without-parish-council,Chippenham Without Parish Council,parish,Wiltshire,South West,https://www.chippenhamwithoutparishcouncil.gov.uk,verified
,chipperfield-parish,Chipperfield,parish,,,https://chipperfieldparishcouncil.gov.uk/,verified
,chipping-campden-parish,Chipping Campden,parish,,,,under_audit
34705,chipping-norton-town-council,Chipping Norton Town Council,town,Oxfordshire,South East,https://www.chippingnorton-tc.gov.uk,verified
35664,chipping-parish-council,Chipping Parish Council,parish,,East Midlands,,under_audit
34146,chipping-warden-and-edgcote-parish-council,Chipping Warden and Edgcote Parish Council,parish,Northamptonshire,East Midlands,https://www.chippingwardenparishcouncil.gov.uk,verified
4411,chipstable-parish-council,Chipstable Parish Council,parish,Somerset,South West,https://www.chipstableparishcouncil.org/,verified
,chirbury-with-brompton-parish,Chirbury with Brompton,parish,,,,under_audit
5394,chirton-parish-council,Chirton Parish Council,parish,Wiltshire,South West,https://www.chirtonandconock-pc.org.uk,verified
,chiselborough-parish,Chiselborough,parish,,,https://www.chiselboroughparishcouncil.gov.uk/,verified
36468,chiseldon-parish-council,Chiseldon Parish Council,parish,Swindon,South West,https://www.chiseldon-pc.gov.uk/,verified
32509,chislet-parish-council,Chislet Parish Council,parish,Kent,South East,https://chisletparishcouncil.co.uk/,verified
4581,chisworth-parish-council,Chisworth Parish Council,parish,Derbyshire,East Midlands,https://www.chisworthparishcouncil.gov.uk,verified
6529,chitterne-parish-council,Chitterne Parish Council,parish,Wiltshire,South West,https://www.chitternepc.org.uk,verified
,chittlehamholt-parish,Chittlehamholt,parish,,,,under_audit
6844,chittlehamholt-satterleigh-and-warkleigh-parish-council,"Chittlehamholt, Satterleigh and Warkleigh Parish Council",parish,Devon,South West,,under_audit
,chittlehampton-parish,Chittlehampton,parish,,,https://chittlehamptonparishcouncil.gov.uk/,verified
,chivelstone-parish,Chivelstone,parish,,,https://chivelstone.org.uk/,verified
35305,chobham-parish-council,Chobham Parish Council,parish,Surrey,South East,https://chobhamparishcouncil.org/,under_audit
6781,cholderton-parish-meeting,Cholderton Parish Meeting,parish_meeting,Wiltshire,South West,,under_audit
5517,cholesbury-cum-st-leonards-parish-council,Cholesbury-Cum-St Leonards Parish Council,parish,Buckinghamshire,South East,,under_audit
34289,chollerton-parish-council,Chollerton Parish Council,parish,Northumberland,North East,https://www.chollerton-pc.gov.uk/community/chollerton-parish-council-21058/home/,verified
30274,cholmondeley-chorley-parish-council,Cholmondeley & Chorley Parish Council,parish,Cheshire,North West,,under_audit
35665,cholmondeley-parish-council,Cholmondeley Parish Council,parish,,North West,,under_audit
35666,cholmondeston-parish-council,Cholmondeston Parish Council,parish,,North West,,under_audit
30275,cholmondeston-wettenhall-parish-council,Cholmondeston & Wettenhall Parish Council,parish,Cheshire,North West,https://www.cholmondestonandwettenhall-pc.gov.uk,under_audit_with_url
,cholsey-parish,Cholsey,parish,,,https://cholseyparishcouncil.gov.uk/,verified
34290,choppington-parish-council,Choppington Parish Council,parish,Northumberland,North East,https://www.capheatonparishcouncil.gov.uk,verified
30276,chorley-parish-council,Chorley Parish Council,parish,Cheshire,North West,https://chorley-pc.gov.uk/,verified
35667,chorley-wilmslow-west-and-chorley-ward-parish-council,Chorley (wilmslow West and Chorley Ward) Parish Council,parish,Lancashire,North West,,under_audit
35669,chorleywood-parish-council,Chorleywood Parish Council,parish,,South East,https://www.chorleywood-pc.gov.uk/,verified
35670,chorlton-parish-council,Chorlton Parish Council,parish,,West Midlands,,under_audit
,choseley-parish,Choseley,parish,,,,under_audit
36469,chowley-parish-council,Chowley Parish Council,parish,,South East,,under_audit
31698,chrishall-parish-council,Chrishall Parish Council,parish,Essex,East of England,https://www.chrishall-pc.gov.uk/,verified
31163,christchurch-parish-council,Christchurch Parish Council,parish,Dorset,South West,https://www.christchurch-tc.gov.uk/,verified
5395,christian-malford-parish-council,Christian Malford Parish Council,parish,Wiltshire,South West,https://www.christianmalfordparishcouncil.gov.uk,verified
30398,christleton-parish-council,Christleton Parish Council,parish,Cheshire West and Chester,North West,https://christleton-pc.gov.uk/,verified
30987,christow-parish-council,Christow Parish Council,parish,Devon,South West,https://www.christowparishcouncil.gov.uk,under_audit_with_url
,chudleigh-parish,Chudleigh,parish,,,https://www.chudleigh-tc.gov.uk/,under_audit
6305,chulmleigh-parish-council,Chulmleigh Parish Council,parish,Devon,South West,https://chulmleighparishcouncil.gov.uk/,verified
,church-aston-parish,Church Aston,parish,,,,under_audit
,church-broughton-parish,Church Broughton,parish,,,,under_audit
35672,church-crookham-parish-council,Church Crookham Parish Council,parish,Hart,South East,,under_audit
6492,church-eaton-parish-council,Church Eaton Parish Council,parish,Staffordshire,West Midlands,,under_audit
4258,church-fenton,Church Fenton,parish,North Yorkshire,Yorkshire and the Humber,https://www.churchfenton-pc.gov.uk,verified
31164,church-knowle-parish-council,Church Knowle Parish Council,parish,Dorset,South West,,under_audit
,church-lawford-parish,Church Lawford,parish,,,,under_audit
30277,church-lawton-parish-council,Church Lawton Parish Council,parish,Cheshire,North West,https://www.churchlawton-pc.gov.uk,verified
30278,church-minshull-parish-council,Church Minshull Parish Council,parish,Cheshire,North West,,under_audit
36470,church-preen-parish-council,Church Preen Parish Council,parish,,East Midlands,,under_audit
5858,church-pulverbatch-parish-council,Church Pulverbatch Parish Council,parish,Shropshire,West Midlands,,under_audit
3617,church-stretton-town-council,Church Stretton Town Council,town,Shropshire,West Midlands,https://www.churchstretton-tc.gov.uk,verified
,church-with-chapel-brampton-parish,Church with Chapel Brampton,parish,,,,under_audit
31831,churcham-parish-council,Churcham Parish Council,parish,Gloucestershire,South West,https://www.churchamparishcouncil.org.uk,verified
31924,churchdown-parish-council,Churchdown Parish Council,parish,Gloucestershire,South West,https://www.churchdown-pc.gov.uk,verified
35673,churchill-and-blakedown-parish-council,Churchill and Blakedown Parish Council,parish,Wychavon,West Midlands,https://churchillandblakedown-pc.gov.uk/,verified
34706,churchill-and-sarsden-parish-council,Churchill and Sarsden Parish Council,parish,Oxfordshire,South East,https://www.churchillandsarsden-pc.gov.uk,verified
34865,churchill-parish-council,Churchill Parish Council,parish,Somerset,South West,https://churchillpc.org.uk/,verified
,churchover-parish,Churchover,parish,,,,under_audit
,churchstanton-parish,Churchstanton,parish,,,,under_audit
,churchstow-parish,Churchstow,parish,,,https://www.churchstowparishcouncil.co.uk/,verified
35322,churt-parish-council,Churt Parish Council,parish,Surrey,South East,,under_audit
30399,churton-parish-council,Churton Parish Council,parish,Cheshire West and Chester,North West,https://churtonparishcouncil.gov.uk/,verified
4857,chute-forest-parish-council,Chute Forest Parish Council,parish,Wiltshire,South West,https://www.chuteforest-pc.gov.uk,verified
5396,chute-parish-council,Chute Parish Council,parish,Wiltshire,South West,https://www.chuteparishcouncil.gov.uk,verified
31832,cinderford-town-council,Cinderford Town Council,town,Gloucestershire,South West,https://www.cinderfordtowncouncil.gov.uk,verified
36471,cirencester-parish-council,Cirencester Parish Council,parish,Gloucestershire,South West,https://cirencester.gov.uk/,verified
30547,city-of-durham-parish-council,City of Durham Parish Council,parish,County Durham,North East,https://www.cityofdurham-pc.gov.uk,verified
30822,claife-parish-council,Claife Parish Council,parish,Cumbria,North West,https://www.claife-pc.gov.uk,verified
4063,clanfield-parish-council,Clanfield Parish Council,parish,Hampshire,South East,https://www.clanfieldpc.org.uk,verified
,clannaborough-parish,Clannaborough,parish,,,,under_audit
33600,clapham-cum-newby-parish-council,Clapham-Cum-Newby Parish Council,parish,North Yorkshire,Yorkshire and the Humber,https://www.claphamcumnewby-pc.gov.uk,under_audit_with_url
36472,clapham-parish-council,Clapham Parish Council,parish,,Yorkshire and the Humber,https://clapham-pc.gov.uk/,verified
,clapton-in-gordano-parish,Clapton-in-Gordano,parish,,,,under_audit
31803,clapton-on-the-hill-parish-meeting,Clapton-on-the-Hill Parish Meeting,parish_meeting,Gloucestershire,South West,,under_audit
,clapton-parish,Clapton,parish,,,,under_audit
,clarborough-and-welham-parish,Clarborough and Welham,parish,,,https://clarboroughandwelhamparishcouncil.gov.uk/,under_audit
5498,clare-town-council,Clare Town Council,town,Suffolk,East of England,https://www.clare-suffolk.co.uk/,under_audit
5397,clarendon-park-parish-council,Clarendon Park Parish Council,parish,Wiltshire,South West,https://www.clarendonparkparishcouncil.gov.uk,verified
5021,clatworthy-parish-council,Clatworthy Parish Council,parish,Somerset,South West,https://www.clatworthy-parish.uk,verified
35677,claughton-parish-council,Claughton Parish Council,parish,Wyre,North West,,under_audit
,claverdon-parish,Claverdon,parish,,,https://claverdon-pc.gov.uk/,verified
34868,claverham-parish-council,Claverham Parish Council,parish,Somerset,South West,,under_audit
4620,clavering,Clavering,parish,Essex,East of England,https://www.claveringparishcouncil.gov.uk,verified
6479,claverley-parish-council,Claverley Parish Council,parish,Shropshire,West Midlands,,under_audit
,claverton-parish,Claverton,parish,,,,under_audit
35679,clawson-hose-and-harby-parish-council,"Clawson, Hose and Harby Parish Council",parish,,East Midlands,,under_audit
,clawton-parish,Clawton,parish,,,https://www.clawton.org.uk/,verified
,claxby-parish,Claxby,parish,,,https://claxby.org.uk/,verified
,claxby-st-andrew-parish,Claxby St Andrew,parish,,,,under_audit
,claxby-with-moorby-parish,Claxby with Moorby,parish,,,,under_audit
33601,claxton-and-sand-hutton-parish-council,Claxton and Sand Hutton Parish Council,parish,North Yorkshire,Yorkshire and the Humber,,under_audit
4202,claxton-parish-council,Claxton Parish Council,parish,Norfolk,East of England,https://www.claxton-pc.gov.uk,verified
34148,clay-coton-parish-meeting,Clay Coton Parish Meeting,parish_meeting,Northamptonshire,East Midlands,,under_audit
4009,clay-cross-parish-council,Clay Cross Parish Council,parish,Derbyshire,East Midlands,https://www.claycross.gov.uk,verified
35684,claybrooke-magna-parish-council,Claybrooke Magna Parish Council,parish,Harborough,East Midlands,,under_audit
35685,claybrooke-parva-parish-council,Claybrooke Parva Parish Council,parish,Harborough,East Midlands,,under_audit
5348,claydon-and-whitton-parish-council,Claydon and Whitton Parish Council,parish,Suffolk,East of England,https://www.claydonandwhitton-pc.gov.uk,verified
,claydon-parish,Claydon,parish,,,,under_audit
,claydon-with-clattercot-parish,Claydon with Clattercot,parish,,,,under_audit
36474,claygate-parish-council,Claygate Parish Council,parish,Elmbridge,South East,https://www.claygateparishcouncil.gov.uk/,verified
35687,clayhanger-parish-council,Clayhanger Parish Council,parish,Mid Devon,South West,,under_audit
35688,clayhidon-parish-council,Clayhidon Parish Council,parish,Mid Devon,South West,,under_audit
4676,claypole-parish-council,Claypole Parish Council,parish,Lincolnshire,East Midlands,https://www.claypole-pc.gov.uk,under_audit_with_url
,claythorpe-parish,Claythorpe,parish,,,,under_audit
,clayton-le-dale-parish,Clayton-le-Dale,parish,,,https://www.clayton-le-dale-pc.gov.uk/,verified
35691,clayton-le-woods-parish-council,Clayton-le-woods Parish Council,parish,Chorley,North West,,under_audit
,clayton-parish,Clayton,parish,,,https://clayton-pc.gov.uk/,verified
,clayton-with-frickley-parish,Clayton with Frickley,parish,,,,under_audit
35692,clayworth-parish-council,Clayworth Parish Council,parish,Bassetlaw,East Midlands,https://www.clayworth-pc.gov.uk/community/clayworth-parish-council-21139/home/,verified
,cleasby-parish,Cleasby,parish,,,,under_audit
,cleatlam-parish,Cleatlam,parish,,,,under_audit
30711,cleator-moor-town-council,Cleator Moor Town Council,town,Cumbria,North West,https://www.cleatormoortowncouncil.gov.uk,verified
36475,clee-st-margaret-parish-council-1,Clee St. Margaret Parish Council,parish,,Yorkshire and the Humber,,under_audit
,cleeve-parish,Cleeve,parish,,,https://cleeveparishcouncil.gov.uk/,verified
36476,cleeve-prior-parish-council,Cleeve Prior Parish Council,parish,Wychavon,West Midlands,https://cleevepriorparishcouncil.gov.uk/,under_audit
32110,clehonger-parish-council,Clehonger Parish Council,parish,Herefordshire,West Midlands,,under_audit
33338,clenchwarton-parish-council,Clenchwarton Parish Council,parish,Norfolk,East of England,https://clenchwartonparishcouncil.gov.uk/,verified
,clent-parish,Clent,parish,,,https://clentparishcouncil.gov.uk/,verified
5494,cleobury-mortimer-town-council,Cleobury Mortimer Town Council,town,Shropshire,West Midlands,https://www.cleobury.org.uk/,under_audit
36477,cleobury-north-parish-council,Cleobury North Parish Council,parish,,West Midlands,,under_audit
32557,clerk-hartlip-parish-council,Clerk - Hartlip Parish Council,parish,Kent,South East,https://www.hartlippc.gov.uk,verified
34554,clerk-to-ascott-under-wychood-parish-council,Clerk to Ascott under Wychood Parish Council,parish,Oxfordshire,South East,https://www.ascottpc.org.uk,verified
34870,clevedon-town-council,Clevedon Town Council,town,Somerset,South West,https://clevedon.gov.uk/,verified
35694,cley-next-the-sea-parish-council,Cley next the Sea Parish Council,parish,,Yorkshire and the Humber,,under_audit
,cliburn-parish,Cliburn,parish,,,,under_audit
5976,cliddesden-parish-council,Cliddesden Parish Council,parish,Hampshire,South East,https://www.cliddesdenparishcouncil.gov.uk/community/cliddesden-parish-council-12590/home/,verified
,cliffe-and-cliffe-woods-parish,Cliffe and Cliffe Woods,parish,,,,under_audit
6007,cliffe,Cliffe,parish,North Yorkshire,Yorkshire and the Humber,,under_audit
,clifford-chambers-and-milcote-parish,Clifford Chambers and Milcote,parish,,,,under_audit
36795,clifford-chambers-milcote-parish-council,Clifford Chambers Milcote Parish Council,parish,Warwickshire,West Midlands,,under_audit
32111,clifford-parish-council,Clifford Parish Council,parish,Herefordshire,West Midlands,https://clifford-pc.gov.uk/,verified
35695,cliffsend-parish-council,Cliffsend Parish Council,parish,Thanet,South East,,under_audit
,clifton-and-compton-parish,Clifton and Compton,parish,,,,under_audit
35696,clifton-campville-parish-council,Clifton Campville Parish Council,parish,,West Midlands,,under_audit
4792,clifton-campvillethorpe-constantine-parish-council,Clifton Campville/Thorpe Constantine Parish Council,parish,Staffordshire,West Midlands,https://www.cliftoncampvillewiththorpeconstantinepc.info/,verified
,clifton-hampden-parish,Clifton Hampden,parish,,,,under_audit
,clifton-maybank-parish,Clifton Maybank,parish,,,,under_audit
,clifton-on-yore-parish,Clifton-on-Yore,parish,,,,under_audit
5577,clifton-parish-council,Clifton Parish Council,parish,Derbyshire,East Midlands,https://cliftonparishcouncil.wordpress.com/,under_audit
,clifton-reynes-parish,Clifton Reynes,parish,,,,under_audit
36796,clifton-upon-dunsmore-parish-council,Clifton upon Dunsmore Parish Council,parish,Warwickshire,West Midlands,,under_audit
,clifton-upon-teme-parish,Clifton upon Teme,parish,,,,under_audit
,clifton-without-parish,Clifton Without,parish,,,,under_audit
36478,climping-parish-council,Climping Parish Council,parish,Arun,South East,,under_audit
,clint-cum-hamlets-parish,Clint cum Hamlets,parish,,,,under_audit
,clipsham-parish,Clipsham,parish,,,,under_audit
7056,clipston-on-the-wolds-parish-meeting,Clipston on the Wolds Parish Meeting,parish_meeting,Nottinghamshire,East Midlands,,under_audit
34149,clipston-parish-council,Clipston Parish Council,parish,Northamptonshire,East Midlands,https://clipstonparishcouncil.gov.uk/,verified
6886,clipstone-parish-council,Clipstone Parish Council,parish,Nottinghamshire,East Midlands,,under_audit
35698,clitheroe-parish-council,Clitheroe Parish Council,parish,Lancashire,North West,,under_audit
4354,clive-parish-council,Clive Parish Council,parish,Shropshire,West Midlands,https://www.clive-pc.gov.uk,under_audit_with_url
35699,cliviger-parish-council,Cliviger Parish Council,parish,Burnley,North West,,under_audit
36479,clophill-parish-council,Clophill Parish Council,parish,Central Bedfordshire,East of England,https://clophill-pc.gov.uk/,verified
,clopton-parish,Clopton,parish,,,https://www.cloptonparishcouncil.gov.uk/welcome-to-clopton/,verified
5502,closworth-parish-meeting,Closworth Parish Meeting,parish_meeting,Somerset,South West,https://www.closworthparishmeeting.gov.uk,under_audit_with_url
,clothall-parish,Clothall,parish,,,,under_audit
30400,clotton-hoofield-parish-council,Clotton Hoofield Parish Council,parish,Cheshire West and Chester,North West,https://www.clottonhoofieldparishcouncil.gov.uk/,under_audit
4974,cloughton,Cloughton,parish,North Yorkshire,Yorkshire and the Humber,https://www.cloughton-pc.gov.uk,verified
,clovelly-parish,Clovelly,parish,,,,under_audit
4578,clowne-parish-council,Clowne Parish Council,parish,Derbyshire,East Midlands,https://www.clowneparishcouncil.gov.uk,verified
,clumber-and-hardwick-parish,Clumber and Hardwick,parish,,,,under_audit
34826,clun-parish-council,Clun Parish Council,parish,Shropshire,West Midlands,,under_audit
3618,clun-town-council-with-chapel-lawn,Clun Town Council with Chapel Lawn,town,Shropshire,West Midlands,https://www.cluntowncouncil.gov.uk,verified
,clunbury-parish,Clunbury,parish,,,https://clunburyparishcouncil.gov.uk/,verified
5859,clungunford-parish-council,Clungunford Parish Council,parish,Shropshire,West Midlands,,under_audit
34871,clutton-parish-council,Clutton Parish Council,parish,Somerset,South West,https://clutton-pc.gov.uk/,verified
5398,clyffe-pypard-and-bushton-parish-council,Clyffe Pypard and Bushton Parish Council,parish,Wiltshire,South West,http://www.clyffepypardbushton.org.uk,verified
,clyffe-pypard-parish,Clyffe Pypard,parish,,,,under_audit
,clyst-honiton-parish,Clyst Honiton,parish,,,,under_audit
,clyst-hydon-parish,Clyst Hydon,parish,,,,under_audit
,clyst-st-george-parish,Clyst St. George,parish,,,,under_audit
,clyst-st-lawrence-parish,Clyst St. Lawrence,parish,,,,under_audit
,clyst-st-mary-parish,Clyst St. Mary,parish,,,,under_audit
,coaley-parish,Coaley,parish,,,https://coaleypc.org.uk/,verified
34291,coanwood-parish-council,Coanwood Parish Council,parish,Northumberland,North East,,under_audit
31987,coates-parish-council,Coates Parish Council,parish,Gloucestershire,South West,,under_audit
,coatham-mundeville-parish,Coatham Mundeville,parish,,,,under_audit
31988,coberley-parish-council,Coberley Parish Council,parish,Gloucestershire,South West,,under_audit
,cobham-parish,Cobham,parish,,,,under_audit
,cockerham-parish,Cockerham,parish,,,,under_audit
30712,cockermouth-town-council,Cockermouth Town Council,town,Cumbria,North West,https://cockermouth.org/,verified
5888,cockfield-parish-council,Cockfield Parish Council,parish,Suffolk,East of England,https://www.cockfieldparishcouncil.gov.uk/,verified
,cocking-parish,Cocking,parish,,,,under_audit
,cockley-cley-parish,Cockley Cley,parish,,,,under_audit
,cockshutt-parish,Cockshutt,parish,,,,under_audit
4519,coddenham-parish-council,Coddenham Parish Council,parish,Suffolk,East of England,https://www.coddenham-pc.gov.uk,verified
30401,coddington-and-district-parish-council,Coddington and District Parish Council,parish,Cheshire West and Chester,North West,,under_audit
6887,coddington-parish-council,Coddington Parish Council,parish,Nottinghamshire,East Midlands,https://www.coddington.org.uk/,verified
5399,codford-parish-council,Codford Parish Council,parish,Wiltshire,South West,https://www.codfordpc.org.uk,verified
32322,codicote-parish-council,Codicote Parish Council,parish,Hertfordshire,East of England,https://codicote-pc.gov.uk/,verified
,codnor-parish,Codnor,parish,,,https://www.codnorparishcouncil.co.uk/,verified
4469,codsall-parish-council,Codsall Parish Council,parish,Staffordshire,West Midlands,http://www.codsallparishcouncil.co.uk/,verified
,coffinswell-parish,Coffinswell,parish,,,https://coffinswellparishcouncil.gov.uk/,verified
,cofton-hackett-parish,Cofton Hackett,parish,,,https://www.coftonhackettparishcouncil.gov.uk/,under_audit
,cogenhoe-and-whiston-parish,Cogenhoe and Whiston,parish,,,,under_audit
31700,coggeshall-parish-council,Coggeshall Parish Council,parish,Essex,East of England,https://www.coggeshall-pc.gov.uk/,verified
3837,colan-parish-council,Colan Parish Council,parish,Cornwall,South West,https://colanparishcouncil.co.uk/,verified
,colaton-raleigh-parish,Colaton Raleigh,parish,,,,under_audit
33935,colburn-parish-council,Colburn Parish Council,parish,North Yorkshire,Yorkshire and the Humber,,under_audit
4260,colburn-town,Colburn Town,parish,North Yorkshire,Yorkshire and the Humber,https://colburn-tc.gov.uk/,under_audit_with_url
33231,colby-and-banningham-parish-council,Colby and Banningham Parish Council,parish,Norfolk,East of England,https://www.colby-banningham-pc.gov.uk,verified
,colby-parish-2,Colby,parish,,,,under_audit
36960,cold-ash-parish-council,Cold Ash Parish Council,parish,West Berkshire,South East,https://www.coldashparishcouncil.gov.uk,verified
34151,cold-ashby-parish-council,Cold Ashby Parish Council,parish,Northamptonshire,East Midlands,,under_audit
,cold-ashton-parish,Cold Ashton,parish,,,,under_audit
,cold-aston-parish,Cold Aston,parish,,,https://coldastonparishcouncil.gov.uk/,under_audit
