council_id,slug,name,type,county,region,website_url,audit_status
35421,apley-parish-council,Apley Parish Council,parish,Lincolnshire,East Midlands,https://bardney-group.parish.lincolnshire.gov.uk/council-business/2023-parish-council-meeting-agendas/7,verified
,appleby-in-westmorland-parish,Appleby-in-Westmorland,parish,,,,under_audit
,appleby-magna-parish,Appleby Magna,parish,,,,under_audit
30801,appleby-town-council,Appleby Town Council,town,Cumbria,North West,https://www.applebytown.gov.uk,verified
32464,appledore-parish-council,Appledore Parish Council,parish,Kent,South East,https://www.appledoreparishcouncil.gov.uk,verified
,appledram-parish,Appledram,parish,,,,under_audit
,appleford-on-thames-parish,Appleford-on-Thames,parish,,,,under_audit
34550,appleford-parish-council,Appleford Parish Council,parish,Oxfordshire,South East,https://www.appleford-pc.gov.uk,verified
,appleshaw-parish,Appleshaw,parish,,,,under_audit
6804,appleton-east-and-west-parish-meeting,Appleton East and West (Parish Meeting),parish_meeting,North Yorkshire,Yorkshire and the Humber,https://edemocracy.northyorks.gov.uk/ieListDocuments.aspx?MId=7783,verified
33530,appleton-le-moors-parish-council,Appleton le Moors Parish Council,parish,North Yorkshire,Yorkshire and the Humber,https://huttonlehole.org.uk/,verified
33919,appleton-le-street-with-easthorpe-parish-council,Appleton-le-street with Easthorpe Parish Council,parish,North Yorkshire,Yorkshire and the Humber,http://www.amotherby-pc.gov.uk/,verified
36655,appleton-parish-council,Appleton Parish Council,parish,Warrington,North West,https://www.appletonwiske.com/parish-council/about-parish-council/,verified
4243,appleton-roebuck-and-acaster-selby,Appleton Roebuck and Acaster Selby,parish,North Yorkshire,Yorkshire and the Humber,https://www.appletonroebuckandacasterselby-pc.gov.uk,verified
33917,appleton-roebuck-parish-council,Appleton Roebuck Parish Council,parish,North Yorkshire,Yorkshire and the Humber,https://mortononswale-pc.gov.uk/council-staff,verified
33532,appleton-wiske-parish-council,Appleton Wiske Parish Council,parish,North Yorkshire,Yorkshire and the Humber,https://www.appletonwiske-pc.gov.uk,verified
34551,appleton-with-eaton-parish-council,Appleton with Eaton Parish Council,parish,Oxfordshire,South East,https://www.appleton-eaton-pc.gov.uk,verified
33533,appletreewick-parish-council,Appletreewick Parish Council,parish,North Yorkshire,Yorkshire and the Humber,https://www.appletreewick-pc.gov.uk/community/appletreewick-parish-council-21142/home/,verified
,arborfield-and-newland-parish,Arborfield and Newland,parish,,,,under_audit
36390,archdeacon-newton-parish-council,Archdeacon Newton Parish Council,parish,County Durham,North East,https://www.easthaddonparishcouncil.gov.uk/text-drawn-from-baker-1822,verified
30257,arclid-parish-council,Arclid Parish Council,parish,Cheshire,North West,https://www.arclidparishcouncil.gov.uk,verified
32270,ardeley-parish-council,Ardeley Parish Council,parish,Hertfordshire,East of England,https://ardeleyparishcouncil.gov.uk/,verified
,ardingly-parish,Ardingly,parish,,,,under_audit
,ardington-parish,Ardington,parish,,,,under_audit
31659,ardleigh-parish-council,Ardleigh Parish Council,parish,Essex,East of England,https://ardleigh.website/,verified
,ardley-parish,Ardley,parish,,,,under_audit
34474,ardley-with-fewcott-parish-council,Ardley with Fewcott Parish Council,parish,Oxfordshire,South East,https://www.steepleaston.org.uk/news-archive-2017/,verified
,area-not-comprised-in-any-parish-lundy-island-parish,Area not comprised in any Parish-Lundy Island,parish,,,,under_audit
4969,arkendale-coneythorpe-and-clareton,"Arkendale, Coneythorpe and Clareton",parish,North Yorkshire,Yorkshire and the Humber,https://www.accpc.org.uk,verified
,arkendale-parish,Arkendale,parish,,,,under_audit
33535,arkengarthdale-parish-council,Arkengarthdale Parish Council,parish,North Yorkshire,Yorkshire and the Humber,http://www.2dales.org.uk/melbecks-pc.htm,verified
5954,arkesden,Arkesden,parish,Essex,East of England,https://arkesdenvillage.com/agendas-and-minutes,verified
,arkholme-with-cawood-parish,Arkholme-with-Cawood,parish,,,,under_audit
,arlecdon-and-frizington-parish,Arlecdon and Frizington,parish,,,,under_audit
30229,arlesey-parish-council,Arlesey Parish Council,parish,Central Bedfordshire,East of England,https://www.fairfieldparishcouncil.gov.uk/parish-councillors/,verified
,arley-parish,Arley,parish,,,https://www.arleyparishcouncil.co.uk/,verified
31866,arlingham-parish-council,Arlingham Parish Council,parish,Gloucestershire,South West,https://www.arlingham.co.uk/the-parish-council/meetings/,verified
4022,arlington-parish-council-1,Arlington Parish Council,parish,East Sussex,South East,https://www.arlington-pc.gov.uk,verified
6285,armitage-with-handsacre-parish-council,Armitage with Handsacre Parish Council,parish,Staffordshire,West Midlands,https://spcaonline.org.uk/news-article/new-vacancy-alert-clerk-responsible-finance-officer-with-kidsgrove-town-council-september-24-2-3-2/,verified
6485,armthorpe-parish-council,Armthorpe Parish Council,parish,South Yorkshire,Yorkshire and the Humber,https://www.auckleyparishcouncil.gov.uk/auckley-parish-council-november-december-2023-newsletter/,verified
,arncliffe-parish,Arncliffe,parish,,,,under_audit
34475,arncott-parish-council,Arncott Parish Council,parish,Oxfordshire,South East,https://arncottpc.org.uk/,verified
,arne-parish,Arne,parish,,,https://www.arneparishcouncil.gov.uk/,verified
32835,arnesby-parish-council,Arnesby Parish Council,parish,Leicestershire,East Midlands,https://www.village-web.co.uk/arnesby/parishcouncil.html,verified
30802,arnside-parish-council,Arnside Parish Council,parish,Cumbria,North West,https://www.arnsideparishcouncil.gov.uk,verified
6621,arrathorne-parish-meeting,Arrathorne (Parish Meeting),parish_meeting,North Yorkshire,Yorkshire and the Humber,https://edemocracy.northyorks.gov.uk/mgParishCouncilDetailsList.aspx,verified
,arreton-parish,Arreton,parish,,,https://www.arreton-pc.gov.uk/,verified
,arrington-parish,Arrington,parish,,,https://www.arringtonparishcouncil.gov.uk/,verified
,arrow-with-weethley-parish,Arrow with Weethley,parish,,,,under_audit
,arthington-parish,Arthington,parish,,,https://arthingtonparishcouncil.gov.uk/,verified
34123,arthingworth-parish-council,Arthingworth Parish Council,parish,Northamptonshire,East Midlands,https://www.arthingworth-pc.gov.uk/community/arthingworth-parish-council-7921/home/,verified
30686,arthuret-parish-council,Arthuret Parish Council,parish,Cumbria,North West,https://www.arthuretparishcouncil.gov.uk,verified
,artington-parish,Artington,parish,,,https://www.artington-pc.gov.uk/community/artington-parish-council-18617/home/,verified
37012,arundel-town-council,Arundel Town Council,town,West Sussex,South East,https://www.arundeltowncouncil.gov.uk,verified
,arwarton-parish,Arwarton,parish,,,,under_audit
30803,asby-parish-council,Asby Parish Council,parish,Cumbria,North West,https://www.asbyparish.org.uk,verified
34689,ascott-under-wychwood-parish-council-1,Ascott Under Wychwood Parish Council,parish,Oxfordshire,South East,https://www.ascottpc.org.uk,verified
5211,asenby,Asenby,parish,North Yorkshire,Yorkshire and the Humber,https://www.asenbyparish.gov.uk,verified
32836,asfordby-parish-council,Asfordby Parish Council,parish,Leicestershire,East Midlands,https://www.asfordbyparishcouncil.gov.uk/,verified
,asgarby-and-howell-parish,Asgarby and Howell,parish,,,,under_audit
,ash-cum-ridley-parish,Ash-cum-Ridley,parish,,,,under_audit
3642,ash-parish-council,Ash Parish Council,parish,Kent,South East,https://ashparishcouncil.gov.uk/,verified
,ash-priors-parish,Ash Priors,parish,,,,under_audit
36948,ashampstead-parish-council,Ashampstead Parish Council,parish,West Berkshire,South East,https://thebenefice.uk/,verified
5900,ashbocking-parish-council,Ashbocking Parish Council,parish,Suffolk,East of England,https://otleyparishcouncil.org.uk/our-village/,verified
3574,ashbourne-town-council,Ashbourne Town Council,town,Derbyshire,East Midlands,https://www.ashbournetowncouncil.gov.uk,verified
6148,ashbrittle-parish-council,Ashbrittle Parish Council,parish,Somerset,South West,https://stash.org.uk/stawley-parish-council-meeting-7th-october-2025/,verified
5942,ashburnham-and-penhurst-parish-council,Ashburnham and Penhurst Parish Council,parish,East Sussex,South East,https://ashburnham-penhurst.net/parish-council/,verified
,ashburnham-parish,Ashburnham,parish,,,https://www.ashburnham.org.uk/,verified
,ashburton-parish,Ashburton,parish,,,https://ashburtontowncouncil.gov.uk/,under_audit
34555,ashbury-parish-council,Ashbury Parish Council,parish,Oxfordshire,South East,https://ashburyparishcouncil.gov.uk/,verified
33489,ashby-cum-fenby-parish-council,Ashby cum Fenby Parish Council,parish,North East Lincolnshire,Yorkshire and the Humber,https://www.ashbycumfenbypc.com/contact/contact-us,verified
,ashby-de-la-launde-and-bloxholm-parish,Ashby de la Launde and Bloxholm,parish,,,,under_audit
32811,ashby-de-la-zouch-town-council,Ashby de la Zouch Town Council,town,Leicestershire,East Midlands,https://www.ashbytowncouncil.gov.uk,verified
,ashby-magna-parish,Ashby Magna,parish,,,,under_audit
,ashby-parkland-parish,Ashby Parkland,parish,,,,under_audit
,ashby-parva-parish,Ashby Parva,parish,,,,under_audit
34124,ashby-st-ledgers-parish-meeting,Ashby St Ledgers Parish Meeting,parish_meeting,Northamptonshire,East Midlands,https://her.northamptonshire.gov.uk/Designation/DNN19604,verified
4193,ashby-st-mary-parish-council,Ashby St Mary Parish Council,parish,Norfolk,East of England,https://www.ashbystmaryparish.gov.uk,verified
,ashby-with-oby-parish,Ashby with Oby,parish,,,,under_audit
32954,ashby-with-scremby-parish-council,Ashby with Scremby Parish Council,parish,Lincolnshire,East Midlands,https://www.parishcouncils.uk/parish-council/ashby-with-scremby-parish-council/,verified
32812,ashby-woulds-town-council,Ashby Woulds Town Council,town,Leicestershire,East Midlands,https://www.ashbywouldstowncouncil.gov.uk,verified
31917,ashchurch-rural-parish-council,Ashchurch Rural Parish Council,parish,Gloucestershire,South West,https://www.ashchurchruralpc.org.uk,verified
,ashcombe-parish,Ashcombe,parish,,,,under_audit
3532,ashcott-parish-council,Ashcott Parish Council,parish,Somerset,South West,http://ashcott.net/publicserviceslocalgovernmentparishcouncil/,verified
,ashdon-parish,Ashdon,parish,,,https://www.ashdonparishcouncil.gov.uk/,verified
,asheldham-parish,Asheldham,parish,,,,under_audit
,ashen-parish,Ashen,parish,,,,under_audit
5510,ashendon-parish-council,Ashendon Parish Council,parish,Buckinghamshire,South East,https://www.ashendon-pc.gov.uk/community/ashendon-parish-council-10421/home/,verified
4509,ashfield-cum-thorpe-parish-council,Ashfield cum Thorpe Parish Council,parish,Suffolk,East of England,https://www.ashfieldcumthorpe-pc.gov.uk,verified
36391,ashford-bowdler-parish-council,Ashford Bowdler Parish Council,parish,Surrey,South East,https://www.parishcouncils.uk/parish-council/ashford-bowdler-parish-council/,verified
5849,ashford-carbonel-parish-council,Ashford Carbonel Parish Council,parish,Shropshire,West Midlands,https://www.caynhamparishcouncil.gov.uk/community/caynham-parish-council-12542/local-school/,verified
,ashford-hill-with-headley-parish,Ashford Hill with Headley,parish,,,,under_audit
3968,ashford-in-the-water-parish-council,Ashford In The Water Parish Council,parish,Derbyshire,East Midlands,https://www.ashford-in-the-water-pc.gov.uk,verified
6836,ashford-parish-council,Ashford Parish Council,parish,Devon,South West,https://www.ashford.gov.uk/,verified
4871,ashill-parish-council-1,Ashill Parish Council,parish,Somerset,South West,https://www.ashillpc.org.uk/,verified
,ashill-parish,Ashill,parish,,,https://ashillpc.org.uk/,verified
,ashingdon-parish,Ashingdon,parish,,,https://ashingdonparishcouncil.gov.uk/,verified
37018,ashington-parish-council,Ashington Parish Council,parish,West Sussex,South East,https://www.ashingtonpc.org.uk,verified
31918,ashleworth-parish-council,Ashleworth Parish Council,parish,Gloucestershire,South West,https://minutes.tewkesbury.gov.uk/mgParishCouncilDetails.aspx?bcr=1,verified
5511,ashley-green-parish-council,Ashley Green Parish Council,parish,Buckinghamshire,South East,https://fishtoft.parish.lincolnshire.gov.uk/council-business/2021-parish-council-minutes-meetings/9,verified
30258,ashley-parish-council,Ashley Parish Council,parish,Cheshire,North West,https://www.ashleyparishcouncil.co.uk/,verified
6830,ashley-parish-meeting,Ashley Parish Meeting,parish,Hampshire,South East,https://www.ashleyparishcouncil.co.uk/,verified
,ashleyhay-parish,Ashleyhay,parish,,,,under_audit
33214,ashmanhaugh-parish-council,Ashmanhaugh Parish Council,parish,Norfolk,East of England,https://www.ashmanhaughparishcouncil.gov.uk,verified
4642,ashmansworth-parish-council,Ashmansworth Parish Council,parish,Hampshire,South East,https://www.ashmansworth-pc.org.uk,verified
31120,ashmore-parish-council,Ashmore Parish Council,parish,Dorset,South West,https://ashmoreparishcouncil.org.uk/meetings-agenda/parish-council-meeting-minutes-may-16th-2024-2/,verified
4007,ashover-parish-council,Ashover Parish Council,parish,Derbyshire,East Midlands,https://www.ashover-pc.gov.uk,verified
,ashow-parish,Ashow,parish,,,,under_audit
32086,ashperton-parish-council,Ashperton Parish Council,parish,Herefordshire,West Midlands,https://ashperton-pc.gov.uk/,verified
,ashprington-parish,Ashprington,parish,,,,under_audit
,ashreigney-parish,Ashreigney,parish,,,https://ashreigneyparishcouncil.gov.uk/,verified
30463,ashton-hayes-and-horton-cum-peel-parish-council,Ashton Hayes and Horton-cum-peel Parish Council,parish,Cheshire West and Chester,North West,https://ashtonhayesparishcouncil.gov.uk/,verified
5371,ashton-keynes-parish-council,Ashton Keynes Parish Council,parish,Wiltshire,South West,https://www.akpc.org.uk,verified
,ashton-parish,Ashton,parish,,,https://ashtonparishcouncil.gov.uk/,verified
37298,ashton-under-hill-parish-council,Ashton under Hill Parish Council,parish,Worcestershire,West Midlands,https://ashtonunderhill.org.uk/,verified
32009,ashurst-colbury-parish-council,Ashurst & Colbury Parish Council,parish,Hampshire,South East,https://www.ashurstandcolbury-pc.gov.uk,verified
,ashurst-parish,Ashurst,parish,,,,under_audit
37108,ashurst-wood-parish-council,Ashurst Wood Parish Council,parish,West Sussex,South East,https://www.ashurstwood-vc.gov.uk/hidden-pages,verified
37055,ashurst-wood-village-council,Ashurst Wood Village Council,parish,West Sussex,South East,https://www.ashurstwood-vc.gov.uk,verified
,ashwater-parish,Ashwater,parish,,,,under_audit
,ashwell-parish,Ashwell,parish,,,https://www.ashwell.gov.uk/,verified
4194,ashwellthorpe-fundenhall-parish-council,Ashwellthorpe & Fundenhall Parish Council,parish,Norfolk,East of England,https://www.ashwellthorpeandfundenhall-pc.gov.uk,verified
5018,ashwick-parish-council,Ashwick Parish Council,parish,Somerset,South West,https://ashwickparishcouncil.gov.uk/,verified
,askam-and-ireleth-parish,Askam and Ireleth,parish,,,,under_audit
6972,aske-parish-meeting,Aske (Parish Meeting),parish_meeting,North Yorkshire,Yorkshire and the Humber,https://hough-hill.parish.lincolnshire.gov.uk/council-business/2024-25-parish-council-meeting-agendas-minutes/5,verified
